gene	TCGA-BH-A18U-01	TCGA-BH-A1EO-01	TCGA-BH-A1EV-01	TCGA-BH-A0C0-01	TCGA-AC-A2FM-01
C9orf92	0.035461	0.116814	0.074419	0	0
CA1	0.003958	0	0	0	0
CA10	1.519478	0	0	0	0.007417
CA11	2.273289	1.904099	0.496615	2.774449	1.320275
CA12	63.892789	98.26051	51.231268	100.565053	36.994503
CA13	0.288318	0.930583	0.232249	0.484662	1.140433
CA14	0.348614	0.442754	1.802573	0.543013	0.258337
CA2	9.107478	10.416873	29.521078	7.478089	336.536357
CA3	0.048786	0.286978	0.058504	0.086268	0.621558
CA4	0.006642	0.032818	0	0.054808	0.857852
CA5A	0.010086	0	0	0.019421	0
CA5B	2.135227	2.788623	1.084566	0.914797	2.059055
CA6	0	0	0	0	0
CA7	0.017292	0.014241	0.03629	0.07135	0
CA8	2.330115	0.06878	7.264921	6.731117	16.797374
CA9	1.725606	0.09527	23.35693	1.113741	0
CAAP1	5.234654	7.786125	7.056523	6.545698	9.045678
CAB39	19.541342	39.077669	15.632383	15.611103	12.977981
CAB39L	4.634237	10.858863	3.209209	6.992983	6.148403
CABCOCO1	0.057327	1.164537	0.481227	0.131408	0.43095
CABIN1	9.920542	7.818336	14.186715	12.266912	8.879298
CABLES1	4.304258	3.120328	3.277568	9.383995	4.548737
CABLES2	3.955689	3.48887	3.374149	3.779098	6.993794
CABP1	0.082447	0.045266	0.031721	0.060477	0.239466
CABP2	0	0	0	0	0
CABP4	0.944012	0.140078	0.49528	0.970843	1.425415
CABP5	0	0	0	0	0
CABP7	0.118558	0.040682	0.134771	0.217414	0.126599
CABS1	0	0	0	0	0
CABYR	2.448291	0.429636	4.787487	4.877838	3.007021
CACFD1	10.331864	10.230066	18.328009	18.430895	25.62252
CACHD1	0.588656	1.868088	0.806713	0.746799	1.074219
CACNA1A	0.054549	0.182121	0.131494	0.150048	0.077076
CACNA1B	0.203335	0.005359	0.05462	0.055932	0.090046
CACNA1C	0.448348	0.981384	0.469571	0.177342	0.381852
CACNA1D	4.556186	2.269244	1.805498	0.078953	1.149061
CACNA1E	0.005436	0.023874	0.028518	0.029903	0.005572
CACNA1F	0.237027	0.06124	0.770526	0.147018	1.353053
CACNA1G	0.01824	0.221224	0.055678	0.009122	0.049294
CACNA1H	2.013353	0.693863	0.746688	0.326235	66.420294
CACNA1I	0.149177	0.022114	0.480557	0.685277	0.030585
CACNA1S	0.00261	0.012897	0.008216	0	0.002676
CACNA2D1	0.83087	3.299151	0.907463	0.506249	0.723513
CACNA2D2	3.656832	1.371559	1.806344	0.788042	15.469686
CACNA2D3	0.086184	0.096528	0.614951	0.085345	0.060077
CACNA2D4	1.053752	0.603996	0.54401	0.313046	10.64006
CACNB1	0.921383	0.500881	4.860267	1.248505	1.356287
CACNB2	0.162544	0.178482	0.191232	0.08468	0.345873
CACNB3	3.182485	2.758075	20.896098	4.045841	10.594684
CACNB4	1.013089	0.193211	0.124333	0.05052	0.07045
CACNG1	2.657772	1.21483	0.280217	1.206804	0.351969
CACNG2	0	0	0	0	0
CACNG3	0	0	0.032823	0.00717	0
CACNG4	25.144331	63.342233	3.648501	6.262715	10.444037
CACNG5	0.01228	0	0.012886	0.033779	0
CACNG6	0	0	0.02735	0.047798	144.18462
CACNG7	0	0	0.012066	0	0
CACNG8	0.007362	0.063662	0.094634	0.007594	1.207522
CACTIN	4.671265	1.764223	2.585614	5.483477	5.545509
CACUL1	8.738692	7.241574	9.070181	8.629511	4.939324
CACYBP	27.005736	17.758211	12.657623	25.185505	18.881451
CAD	5.49576	9.911532	10.656949	17.444044	5.034116
CADM1	9.279306	5.456441	18.450956	1.111433	2.166104
CADM2	0.009669	0.082284	0.13528	0.008866	1.395936
CADM3	0.071143	0.268821	0.004391	0.52377	0.171598
CADM4	4.795363	11.593727	19.187085	13.289285	5.268461
CADPS	0.029695	0.052534	0.010386	0.030253	0.016912
CADPS2	9.840531	18.663227	3.699928	10.699815	4.900878
CAGE1	0.018336	0.015101	0.028861	0.018914	0.05639
CALB1	0.038342	0.018574	0.0142	0.009306	0.006936
CALB2	2.798222	1.183369	1.527617	0.48107	2.035068
CALCA	0	0.049844	0	0	0.147352
CALCB	0	0.020206	0.004291	0.011248	0.55752
CALCOCO1	8.022476	7.059826	9.796379	5.845371	17.041308
CALCOCO2	20.229814	11.077046	10.932949	20.845535	22.227055
CALCR	0.035847	0.104965	0.234045	0.087649	0.106158
CALCRL	3.998604	14.920023	2.991479	4.378714	8.501525
CALD1	31.915502	46.487262	34.92056	11.679619	13.976697
CALHM1	1.323586	0.017371	0.044266	0.036263	0
CALHM2	8.909484	13.241343	8.114973	8.000557	6.642792
CALHM3	0.029236	0.032103	0	0	0.00999
CALHM4	0.008333	0.013725	0.008744	0.011461	0.008542
CALHM5	1.067907	4.225236	1.320849	0.642722	0.831581
CALHM6	4.072	3.242424	1.485571	30.005141	0.787852
CALM1	44.035209	47.430852	45.647435	40.528482	86.13272
CALM2	109.032076	77.700905	201.03942	108.526407	53.953929
CALM3	59.866132	58.457026	63.509057	67.670586	95.537199
CALML3	0.023307	0.105568	0.085596	13.639553	0.67495
CALML4	0.20132	0.226325	0.938876	0.281283	0.393095
CALML5	0.056225	0	226.866506	1.288838	1.421716
CALML6	0.006936	0.045699	0.312969	0.648717	0.071105
CALN1	0.006419	0.206171	0.011787	0.006621	0.057578
CALR	248.933017	218.270301	212.345876	377.454146	272.489095
CALR3	0.066161	0	0.242982	0.07583	0.079126
CALU	59.482345	111.035135	73.015845	37.632529	32.886831
CALY	0	0	0.005612	0	0.148037
CAMK1	0.597802	0.623925	2.037104	1.221079	1.237758
CAMK1D	1.172256	4.478987	1.735192	2.673646	1.45408
CAMK1G	0.072194	0.109	0.15782	0.347524	0.11101
CAMK2A	0.07068	0.15522	0.115367	0.010801	0.002683
CAMK2B	0.04341	0.0195	0.200837	0.016283	0.331727
CAMK2D	1.618013	5.459662	3.547015	3.831211	1.828983
CAMK2G	5.575368	3.754593	3.844541	6.655734	6.114547
CAMK2N1	23.80716	41.909746	47.216584	23.336139	26.708426
CAMK2N2	1.394794	0.272566	0.049613	0.2276	0.593736
CAMK4	0.070601	0.600489	0.161522	0.522117	0.12339
CAMKK1	1.934336	0.564339	2.229957	1.160201	0.844734
CAMKK2	8.204081	9.606654	10.733954	8.117649	19.491721
CAMKMT	1.795078	1.966669	1.536502	1.758729	0.599599
CAMKV	0.033024	0	0.008663	0.017032	0.004232
CAMLG	35.329874	26.946621	19.326998	15.632159	18.881237
CAMP	5.813011	0.249151	0.929685	1.278008	3.411448
CAMSAP1	6.337605	4.995299	6.34516	7.704432	8.47324
CAMSAP2	9.884766	13.672678	8.87988	7.402573	5.540757
CAMSAP3	4.0273	4.115716	6.704923	15.616103	22.287301
CAMTA1	2.097249	3.6975	2.160251	2.935231	2.064369
CAMTA2	4.331415	5.458954	6.792142	6.256224	22.902332
CAND1	13.760097	20.586213	28.695313	11.71244	12.923561
CAND2	0.173394	0.217827	1.622079	0.141471	0.286204
CANT1	22.770524	28.598092	34.034489	77.440229	93.925111
CANX	202.584351	186.468269	128.956221	89.538444	140.627261
CAP1	102.98189	125.35347	243.403556	171.837453	65.879599
CAP2	20.003416	17.527198	8.054046	5.625358	6.039613
CAPG	38.34297	65.442721	71.466647	88.450037	20.592893
CAPN1	5.601586	29.427237	21.806875	39.816742	28.322192
CAPN10	1.307497	0.741506	1.360667	1.31538	3.13552
CAPN11	0.063508	0.104603	0.138039	0.068629	0.525469
CAPN12	0.083653	0.097782	0.243514	0.196704	0.367911
CAPN13	21.396377	16.142001	9.66201	10.501673	1.096838
CAPN14	0.140377	0.006606	0.197801	0.171004	0.102787
CAPN15	1.718363	2.071197	2.991297	6.599648	6.883557
CAPN2	23.385268	23.43746	48.20824	23.620568	6.425302
CAPN3	0.086166	0.051092	0.050632	0.137471	0.169592
CAPN5	1.093996	1.986826	1.301363	0.782843	1.102727
CAPN6	0.067682	0.438479	0.014204	0.099293	1.128598
CAPN7	12.6079	10.364199	14.409496	7.574559	7.028258
CAPN8	4.291474	5.944832	5.381572	1.044847	4.961838
CAPN9	2.129594	1.595304	9.238086	2.826487	3.596005
CAPNS1	75.492338	104.778769	68.660231	93.432851	119.756665
CAPNS2	0.031691	0.052198	0.033254	1.242232	0
CAPRIN1	54.445089	61.534594	70.283386	53.174196	55.457893
CAPRIN2	2.49776	1.614644	3.180533	1.24273	2.574237
CAPS	11.307273	2.054035	13.566332	14.726487	15.314501
CAPS2	0.238275	0.372639	1.828461	0.854043	0.947424
CAPSL	1.035457	0.093451	0.997211	0.838869	0
CAPZA1	32.373876	48.487886	56.475173	46.343218	23.520391
CAPZA2	12.260257	20.967953	7.587339	12.594136	12.830563
CAPZA3	0	0	0	0.02037	0
CAPZB	59.504506	76.373007	64.055892	66.80965	53.679485
CARD10	1.686261	2.16751	1.658819	2.276122	2.922848
CARD11	0.762721	1.121063	0.789563	4.003196	0.539947
CARD14	0.764949	1.537768	1.045526	2.589735	2.103142
CARD16	2.174541	1.539483	0.570441	5.391267	0.625723
CARD17	0.207286	0.170709	0	0.570186	0
CARD18	0	0	0	0.023556	0
CARD19	5.204425	5.327461	4.792124	6.820182	29.755462
CARD6	1.072306	4.653553	0.952371	2.431166	0.997934
CARD8	2.402368	4.002035	2.073898	3.627853	1.349434
CARD9	0.288387	0.340416	0.247129	3.47057	0.251284
CARF	0.771779	1.280397	0.974148	0.502533	0.794978
CARHSP1	10.077535	8.829428	10.032242	12.395206	9.445753
CARM1	6.587856	12.332848	8.035105	15.651156	8.668471
CARMIL1	11.673793	5.74708	7.094533	5.022323	2.465355
CARMIL2	0.092008	0.144656	0.024136	1.377599	0.167199
CARMIL3	0.355077	0.07957	0.585491	0.189363	0.477894
CARNMT1	8.933152	5.982101	6.544686	5.35064	3.866314
CARNS1	0.170362	0.08418	0.148969	0.382705	0.101873
CARS1	4.973968	4.089671	5.947999	4.40771	9.424897
CARS2	1.917748	2.208044	2.470973	1.852243	4.278902
CARTPT	0	0	0.013892	0	0
CASC1	0.474469	3.152914	2.512213	0.667567	1.106938
CASC3	22.236116	21.288263	155.890102	30.402193	26.431363
CASC4	19.306101	31.203434	22.61647	12.173768	16.610322
CASD1	4.056114	7.842859	3.660003	5.763451	7.573858
CASK	4.399039	19.568395	2.931296	2.403702	10.848159
CASKIN1	0.054676	0.324199	0.2008	0.116558	1.109757
CASKIN2	5.665005	4.740512	2.825664	12.860217	18.181269
CASP1	5.041349	4.976384	1.265381	7.496506	1.22727
CASP10	0.817887	1.661227	0.691464	2.354689	0.573428
CASP12	0.009014	0.103929	0.037834	0.012398	0.092404
CASP14	206.36663	3.761035	1.106237	0.481215	0.004719
CASP2	8.862606	10.695996	3.494462	8.285393	6.66105
CASP3	15.50502	13.29042	14.463116	13.312838	13.605798
CASP4	3.829558	4.498649	1.860192	7.158998	1.642155
CASP5	0.101126	0.13325	0.010611	0.347711	0.010366
CASP6	7.117467	11.436484	15.362859	22.860178	11.458123
CASP7	23.756404	21.278089	8.001219	21.043911	3.79841
CASP8	6.00137	3.631738	2.931738	4.992168	1.790929
CASP8AP2	2.884503	5.082038	3.094959	3.506554	2.750909
CASP9	1.756891	3.049761	3.382459	2.466785	2.515137
CASQ1	0.177565	0.134046	0.248427	0.254391	1.35759
CASQ2	0.145352	1.235344	0.555171	0.175922	1.084733
CASR	0	0	0	0	0.003057
CASS4	0.241377	0.816063	0.163298	0.856161	0.257205
CAST	19.742509	31.101018	20.677984	7.815953	12.848231
CASTOR1	0.656633	0.453857	1.033516	1.040185	0.985638
CASTOR2	0.43703	1.439651	0.780824	1.916936	3.57191
CASTOR3	1.192536	2.220647	0.691712	1.398697	6.496105
CASZ1	2.080573	1.68888	3.595885	3.291255	9.745412
CAT	12.592706	18.998302	25.059468	35.96873	43.583465
CATIP	0.046347	0.256771	0.11937	0.266564	0.293702
CATSPER1	0.179746	0.315794	0.094304	0.304899	0.110555
CATSPER2	0.509627	0.12307	0.398051	0.171278	0.382979
CATSPER3	0.488781	0.23481	1.485222	0.32212	0.292281
CATSPER4	0.015861	0	0	0.054538	0.01626
CATSPERB	2.374172	0.498808	7.092986	0.699435	0.48617
CATSPERD	0.111596	0	0.024652	0.048469	0.012042
CATSPERE	0.564755	0.122395	0.428857	0.158414	0.209483
CATSPERG	0.667444	2.164049	1.06248	0.650534	6.913844
CATSPERZ	0.093329	0	0.016322	0	0
CAV1	9.039548	26.393388	7.937503	9.221411	20.619186
CAV2	2.03623	5.011624	2.234196	1.649638	2.866536
CAV3	0	0	0.008637	0	0.033749
CAVIN1	45.341119	66.742291	67.7973	28.024852	42.021676
CAVIN2	0.329064	2.135141	0.538862	0.665159	3.920141
CAVIN3	3.360426	7.041546	4.910303	4.105319	7.856898
CAVIN4	0.252416	0.182525	0.219642	0.143946	0.088355
CBARP	0.194906	0.046695	0.323508	0.921172	0.337843
CBFA2T2	5.91911	4.458257	5.442863	4.509458	8.68014
CBFA2T3	0.134789	0.421818	0.155579	1.030734	7.676916
CBFB	14.044424	15.425862	6.844778	11.626149	8.597454
CBL	6.491648	5.305675	4.113861	3.686832	2.185104
CBLB	2.674593	3.442259	3.73816	2.582638	2.136804
CBLC	1.580355	8.312744	17.513577	3.702058	8.152425
CBLIF	0	0	0	0	0
CBLL1	8.97339	8.693799	4.882066	9.352176	6.290034
CBLL2	0	0	0.022301	0	0
CBLN1	0.006206	0.449784	0.078148	0.31583	1.85775
CBLN2	0.043177	23.719581	0.006041	0.031671	3.63825
CBLN3	0.760346	1.055704	1.19346	1.088962	2.460699
CBLN4	0.127772	0.271832	0.368698	0.131799	0.185554
CBR1	14.844148	13.875328	7.226092	33.059714	9.012896
CBR3	7.725978	3.311766	17.875718	10.057765	5.91526
CBR4	5.904101	5.853418	3.358777	4.51511	5.593728
CBS	0.232497	0	0.029873	0.058733	0.150783
CBSL	0.012062	0.019868	0	0.127191	0.016487
CBWD1	0.384018	1.306192	1.188594	1.518861	0.938727
CBWD2	1.637535	1.705464	1.750472	1.711566	1.04375
CBWD3	0.100628	0.172201	0.085021	0.346899	0.101815
CBWD5	0.55235	0.607207	0.494509	1.585571	0.509077
CBWD6	0.164199	0.150533	0.133285	0.379228	0.233427
CBX1	40.527088	30.957756	22.053459	61.104538	34.899391
CBX2	7.272538	1.002482	1.318888	8.242503	9.965323
CBX3	49.258581	59.449997	59.877358	38.583121	61.166899
CBX4	23.271214	7.826143	11.637441	39.586935	130.01612
CBX5	13.943389	9.813336	22.059819	10.371812	10.306965
CBX6	8.013527	6.343561	7.144312	7.48369	11.036543
CBX7	2.08442	4.321732	2.008329	2.578958	5.140595
CBX8	5.142165	1.190837	1.651171	5.461113	13.138541
CBY1	10.483698	8.515195	12.97197	10.052651	10.957774
CBY2	0.053033	0.024957	0	0.052099	0
CBY3	0.348646	0.270235	0.301277	0.112827	0.126141
CC2D1A	5.661408	5.820122	6.202056	11.042556	22.889959
CC2D1B	3.037266	3.973099	3.360581	4.212786	4.593217
CC2D2A	0.896057	1.847483	1.72638	0.740612	0.977464
CC2D2B	0.049062	0	0.036772	0.00964	0.107772
CCAR1	17.948556	13.90393	15.568715	13.013452	12.453161
CCAR2	11.747954	8.295128	16.264805	16.520263	45.714059
CCBE1	0.110151	0.241905	0.215754	0.047133	0.10288
CCDC102A	0.598577	1.58156	1.367409	1.766577	1.987827
CCDC102B	0.557249	0.899572	0.66909	0.659653	1.094166
CCDC103	0.004133	0	0.017348	0.01137	0.008474
CCDC105	0.009295	0	0	0	0
CCDC106	2.662405	4.07198	4.757993	10.650179	55.175934
CCDC107	0.805513	1.272225	1.493629	2.413033	4.026883
CCDC110	1.454063	1.20531	1.096952	0.875756	0.89629
CCDC112	5.88853	4.450374	3.508045	2.55824	2.639345
CCDC113	3.34914	2.035625	4.10712	1.871648	1.687377
CCDC114	0.4756	0.067849	0.888074	0.525357	0.111328
CCDC115	8.896719	12.58532	8.415263	8.091108	11.179746
CCDC116	0.038215	0	0.051556	0.04505	0.033578
CCDC117	10.007127	1.832762	2.171184	4.673107	1.377194
CCDC12	6.203995	2.331516	3.947873	4.615683	10.299893
CCDC120	2.588349	3.864334	4.993586	4.975549	5.570452
CCDC121	3.594589	2.4708	2.993707	2.74053	2.814404
CCDC122	0.616795	0.883403	0.231369	0.840118	1.460048
CCDC124	21.539995	11.916592	19.630549	69.06777	26.793226
CCDC125	8.250551	5.532694	9.901139	3.952774	6.651725
CCDC126	2.149587	3.570433	2.131856	2.307782	5.634412
CCDC127	2.715013	2.536605	2.915058	2.871347	3.19317
CCDC13	0.071322	0.058736	0.071437	0.156057	0.179457
CCDC130	3.87511	3.431871	5.174681	7.827116	15.35563
CCDC134	4.538208	2.442887	4.323027	3.661315	1.923235
CCDC136	0.174313	0.158552	0.087359	0.189647	0.352045
CCDC137	8.603354	3.667423	4.868528	20.546905	18.851678
CCDC138	1.844356	0.937879	1.535998	1.929232	0.629272
CCDC14	4.339449	1.550664	5.63447	1.732921	3.929733
CCDC140	0.008333	0.02745	0	0	0
CCDC141	0.017719	0.036052	0.006562	0.040139	0.024575
CCDC142	1.965967	1.158791	3.422078	1.460474	1.604173
CCDC144A	0.205817	0.032367	0.016279	0.113798	0.005301
CCDC144NL	0.004685	0.015435	0.08358	0	0
CCDC146	0.614061	0.654442	1.409966	1.112825	1.125655
CCDC148	0.79859	0.223889	1.092032	0.543332	0.217723
CCDC149	1.255337	2.574179	3.225199	0.580136	3.443671
CCDC15	2.586959	0.863185	1.555156	0.748328	0.643302
CCDC150	0.261033	0.082155	0.193652	0.242392	0.138054
CCDC151	0.4864	1.038517	1.707579	1.106699	4.389015
CCDC152	0.713227	0.842417	0.62038	0.755069	0.375187
CCDC153	0.818818	0.07262	1.731605	1.464021	0.180789
CCDC154	0.053152	0.107001	3.259629	0.398008	0.569084
CCDC155	0.415076	0	0.123154	0.003937	0
CCDC157	0.848229	0.31002	0.718199	0.8674	0.473603
CCDC158	0.140113	0.058826	0.0836	0.015114	0.073223
CCDC159	4.270416	2.355455	3.932292	5.12693	2.700488
CCDC160	6.54762	4.221951	7.710407	3.117231	0.156737
CCDC163	1.85109	0.759822	1.390905	1.863257	1.813762
CCDC166	0	0	0.012798	0.016774	0.150031
CCDC167	36.255779	13.194149	23.08809	22.142236	19.276225
CCDC168	0.006	0.003706	0.002361	0.017536	0.001538
CCDC169	0.054654	0.018004	0.0822	0.002506	0.013073
CCDC169-SOHLH2	0	0	0.074128	0.032387	0
CCDC17	0.072672	0.071818	0.28977	0.553056	0.104295
CCDC170	3.187761	1.991575	8.092707	31.924209	12.18495
CCDC171	0.166903	0.358951	0.288913	0.282188	0.296417
CCDC172	0	0	0	0.024921	0
CCDC173	0.828002	0.189745	0.445747	0.514936	0.228804
CCDC174	7.307131	4.67549	9.230375	6.00879	7.996462
CCDC175	0.049612	0	0	0	0
CCDC177	0.136401	0.032095	0.036804	0.134	1.849695
CCDC178	0.025183	0.082958	0	0.009896	0.066383
CCDC179	0	0	0	0	0.017997
CCDC18	1.446158	0.772014	0.548807	0.947324	0.52736
CCDC180	0.053456	0.024353	0.048931	0.071956	0.009327
CCDC181	0.113804	0.080334	0.251626	0.02795	0.166659
CCDC182	0	0	0.040608	0.026613	0.019836
CCDC183	0.602906	0.187872	0.786519	0.926328	1.030073
CCDC184	0.199265	0.577191	0.25235	0.151206	0.521235
CCDC185	0.03919	0	0.024673	0.03234	0.008035
CCDC186	5.738854	5.376504	8.470016	4.649599	3.483875
CCDC187	0	0	0.042136	0.023012	0.020582
CCDC188	0.010075	0.033188	0.063428	0.207843	0.144586
CCDC189	0.820376	0.094672	0.422189	0.682737	1.896208
CCDC190	0.00373	0.012288	0.023484	0.420682	0
CCDC191	4.402015	2.19515	8.260174	1.661816	6.364232
CCDC192	0.093206	0.097694	0.240059	0.069923	0.199778
CCDC194	0.488995	0.061955	0.098674	0.698412	0
CCDC196	0.863473	0.355554	0.059609	0.734428	0.011647
CCDC197	0	0	0.006845	0	0
CCDC198	0	0	0.004113	0	0.004018
CCDC200	0.306999	0.20569	1.310386	0.157443	0.410719
CCDC22	7.902444	7.683131	10.762947	18.859623	15.814698
CCDC24	3.73263	1.820513	13.423185	3.476468	5.368028
CCDC25	9.867388	8.961061	17.700406	7.056427	33.967545
CCDC27	0.006945	0.171593	0.087453	0.028657	0.099676
CCDC28A	12.915706	14.850823	10.156013	17.528658	7.523464
CCDC28B	2.770804	1.298552	1.049072	2.176508	1.434827
CCDC3	6.062892	4.521466	4.783997	1.635267	4.642291
CCDC30	0.57344	0.581233	2.137903	0.385325	0.463181
CCDC32	1.62705	1.14064	2.387063	1.835798	2.309107
CCDC33	0.013918	0.005731	0.102227	0.014356	0.003567
CCDC34	7.788698	2.408036	4.059222	4.057136	13.382238
CCDC36	0.24911	0.404182	0.210676	0.035796	0.08004
CCDC38	0.024319	0.030042	0.00319	0	0.006232
CCDC40	0.724069	0.423268	1.295683	1.420429	2.771835
CCDC42	0.009163	0.015092	0	0.050409	0
CCDC43	16.149981	11.674828	7.751281	15.270775	19.214507
CCDC47	36.190446	33.238068	41.299936	54.938319	32.039288
CCDC50	3.660029	7.889919	5.092517	6.51129	5.896902
CCDC51	12.164605	5.116314	6.82031	6.495668	9.874669
CCDC54	0.022298	0.036727	0.081892	0	0
CCDC57	2.197298	0.618162	1.542546	7.905262	6.923801
CCDC58	10.714379	3.417115	10.004251	5.364356	6.22896
CCDC59	6.271212	3.195472	5.857213	4.909444	7.143929
CCDC6	21.478061	19.66107	24.043572	20.845958	8.212397
CCDC60	0.00468	0.015417	0.520542	0.07724	0.009595
CCDC61	2.618924	2.141427	4.073133	3.96986	4.189628
CCDC62	0.086265	0.017761	0.086747	0.014831	0.140016
CCDC63	0.014743	0	0	0	0
CCDC65	0.92267	0.17879	2.669573	1.296996	0.438144
CCDC66	2.621532	1.702547	1.83751	1.034595	1.752388
CCDC68	1.672082	3.818831	0.055441	0.58989	0.054162
CCDC69	1.705687	4.307057	0.602236	6.691896	4.128338
CCDC7	0.143541	0.179065	0.393444	0.209754	0.355223
CCDC70	0.013999	0	0	0.019254	0
CCDC71	15.46647	12.030087	12.340185	12.096797	22.989905
CCDC71L	3.963941	4.912377	2.323195	4.128125	2.760972
CCDC73	0.059286	0.003367	0.015016	0.064669	0.039818
CCDC74A	3.646787	1.654608	6.088529	5.404231	7.911136
CCDC74B	0.516668	0.165472	0.105417	2.482181	0.485503
CCDC77	3.323195	3.19904	3.524451	2.891847	2.844947
CCDC78	1.05206	0.198221	3.458454	1.831393	2.833481
CCDC8	1.002131	4.555643	3.280818	0.689145	2.573365
CCDC80	13.293474	51.512119	9.99031	3.77592	4.848381
CCDC81	0.134633	0.134218	0.092942	0.087711	0.090798
CCDC82	1.645177	3.100725	0.974125	2.314429	0.831195
CCDC83	0	0.022481	0.085933	0	0.118931
CCDC84	3.544669	0.903805	1.528814	1.626511	1.758642
CCDC85A	0.04043	0.88567	0.080605	0.005561	0.285971
CCDC85B	2.788843	3.271103	4.245434	27.590621	23.065824
CCDC85C	1.540817	0.697531	2.612039	2.581082	5.355175
CCDC86	26.094301	8.82164	8.388677	17.971609	11.772019
CCDC87	1.240106	0.337387	3.34608	0.510155	1.923887
CCDC88A	1.332281	4.591237	1.30617	2.184217	1.38049
CCDC88B	0.554613	0.486985	0.551544	4.071769	0.433832
CCDC88C	2.435744	3.555208	7.717841	7.672982	7.136082
CCDC89	0.171026	0.619727	0.263206	0.219541	1.893454
CCDC9	5.670407	3.938218	11.533095	6.603027	9.833276
CCDC90B	7.665599	7.420343	4.129929	3.762931	3.722768
CCDC91	3.591613	23.099716	6.160866	2.009992	9.350121
CCDC92	3.054214	4.54362	3.886862	4.698796	3.963795
CCDC93	3.579159	6.108895	4.541122	4.799086	5.377685
CCDC96	1.254985	0.90038	1.67234	0.593001	9.321165
CCDC97	16.684887	11.519997	17.755175	14.643662	9.627363
CCDC9B	1.492019	0.451951	8.664722	0.430462	0.395555
CCER1	0	0	0	0	0
CCER2	0.106617	0.075261	0.239731	0.167586	0.343496
CCHCR1	6.5872	2.132398	7.207617	5.363593	4.594743
CCIN	0.124414	0.368858	0.278505	0.068446	0.170051
CCK	0.030886	0	0.024307	0	0
CCKAR	0	0.077084	0.009822	0	0
CCKBR	0.006064	0.049938	0	0	0
CCL1	0	0.134376	0	0.074805	0
CCL11	2.596169	2.801591	0.375749	2.134191	0.734166
CCL13	1.570195	1.277543	0.039702	8.19601	0.174537
CCL14	0.004925	0.259571	0.196371	0.094828	0.318053
CCL15	0.02064	0.033996	0.054144	0	0
CCL16	0	0.030409	0.029059	0.063481	0.066241
CCL17	0.727062	0.384921	0.980887	2.142797	0.612224
CCL18	10.060579	4.99207	0.04837	23.949119	0.767876
CCL19	1.864776	6.688926	0.130448	25.704372	3.292191
CCL2	28.453323	11.682886	2.3817	22.231429	8.160308
CCL20	1.378564	0.375145	0.1761	1.467356	0.012288
CCL21	3.06652	2.181037	0.21939	12.317218	5.286815
CCL22	2.64931	2.516789	1.989794	3.583278	0.208476
CCL23	0.109073	0.143723	0.137342	0.600061	0.044725
CCL24	0.026093	0.042977	0	0.143548	0
CCL25	0.048835	0	0.034162	0.291051	0.033374
CCL26	0.364855	0.638507	0.071784	0.689985	0.23376
CCL27	0	0	0	0	0
CCL28	2.864695	1.166412	4.20086	0.665638	0.660283
CCL3	6.487106	4.596957	1.537789	9.470474	5.247076
CCL3L3	1.632938	1.768991	1.632957	0.708431	1.943563
CCL4	5.070624	2.02269	1.238713	12.771014	2.509627
CCL4L2	4.943858	2.809226	3.023096	2.726174	1.393991
CCL5	12.308671	11.978163	2.31274	106.259302	6.603557
CCL7	2.630349	0.768158	0.03915	1.693381	0.019123
CCL8	13.699028	2.10284	0.549259	19.262516	1.361108
CCM2	3.580881	4.264173	5.111614	5.322133	5.422615
CCM2L	0.858792	1.465753	0.541988	0.753196	2.079675
CCN1	59.111391	68.544071	91.160589	20.338388	47.722151
CCN2	135.504725	138.059746	184.16251	27.566563	118.438072
CCN3	1.060032	3.759773	2.439477	0.911203	1.648491
CCN4	7.308314	11.36829	6.310727	1.39973	2.387073
CCN5	3.652305	28.672868	2.703025	2.436046	2.147004
CCN6	0.060334	0.057969	0.031655	0.103727	0.092774
CCNA1	0.03354	0.220973	0.218202	0.101485	0.137529
CCNA2	13.648097	5.098658	5.168141	17.275376	6.9246
CCNB1	52.608862	11.630908	13.98069	23.206933	18.974433
CCNB1IP1	11.584446	5.267334	5.026603	7.412836	10.816925
CCNB2	14.84049	3.161948	1.869635	9.984164	7.859901
CCNB3	0.309601	0.24026	0.427949	0.229284	0.415027
CCNC	6.950735	10.887302	7.513236	13.158595	7.878136
CCND1	59.457158	26.445442	39.571029	62.837191	212.128928
CCND2	2.467634	5.316701	4.994511	7.660217	2.361257
CCND3	9.084605	7.093087	6.67337	8.777515	10.459002
CCNDBP1	3.159843	4.427439	3.592377	3.919981	8.948661
CCNE1	1.609923	1.091869	0.920837	1.615081	2.504639
CCNE2	18.299739	2.991207	3.438546	3.323602	2.439671
CCNF	7.310873	2.9295	5.502494	6.566512	6.557951
CCNG1	22.843643	34.079586	22.071196	15.44092	28.209359
CCNG2	14.353946	21.270872	7.607635	24.362083	27.672648
CCNH	8.332906	5.656161	4.179763	4.566242	5.492881
CCNI	126.607688	160.986327	63.788119	137.043928	103.171832
CCNI2	0.468415	0.142564	0.892201	0.980365	0.120044
CCNJ	2.941952	2.384467	1.775645	2.839843	2.633865
CCNJL	0.231154	1.976443	0.923839	0.205713	0.188173
CCNK	1.670638	1.39681	1.915369	1.605447	2.246635
CCNL1	7.9325	4.544524	8.84423	8.203459	9.171516
CCNL2	7.337489	5.047872	28.962348	11.963272	12.571521
