geneA	geneB
CD4	SNX9
CD4	TRIP10
CD4	LAT
CD4	SNAP91
CD4	DAB2
CD4	ZAP70
CD4	FNBP1L
CD4	ARPC5
CD4	ITSN1
CD4	SYT9
CD4	UBA52
CD4	LRP2
CD4	ITSN2
CD4	HIP1
CD4	PDCD1
CD4	AGTR1
CD4	AP2S1
CD4	FNBP1
CD4	WNT5A
CD4	CD3D
CD4	ACTR3
CD4	SYNJ1
CD4	CTTN
CD4	PACSIN2
CD4	PTPN11
CD4	ARPC4
CD4	REPS2
CD4	CBL
CD4	FCHO2
CD4	SNX18
CD4	HLA-DRB1
CD4	DNM2
CD4	PDCD1LG2
CD4	SCARB2
CD4	UBC
CD4	IGF2R
CD4	EPN1
CD4	REPS1
CD4	VAMP7
CD4	CD274
CD4	CHRM2
CD4	RAB5C
CD4	KIAA0319
CD4	SYNJ2
CD4	TFRC
CD4	ARPC1A
CD4	CD3E
CD4	EGF
CD4	PICALM
CD4	GAPVD1
CD4	PRKCQ
CD4	HLA-DPA1
CD4	IL16
CD4	LCP2
CD4	CD3G
CD4	AGFG1
CD4	ARPC3
CD4	PIK3C2A
CD4	NECAP1
CD4	PTPRJ
CD4	DNM1
CD4	ADRB2
CD4	CD8A
CD4	SLC18A3
CD4	CLTA
CD4	DEFA3
CD4	VAMP4
CD4	TF
CD4	FCHO1
CD4	EPS15
CD4	GAK
CD4	EGFR
PLEKHG6	RHOA
PPP5C	HIST1H2BL
PPP5C	H2AFX
PPP5C	HRAS
PPP5C	HSP90AA1
PPP5C	RNF8
PPP5C	HERC2
PPP5C	NSD2
PPP5C	RNF168
PPP5C	RAF1
PPP5C	HIST2H2BE
PPP5C	SUMO1
PPP5C	MDC1
PPP5C	HIST1H2BJ
PPP5C	HIST3H3
PPP5C	HIST1H2BK
PPP5C	ATM
PPP5C	HIST1H2BD
PPP5C	HIST1H2BN
PPP5C	HIST1H2BA
PPP5C	UBE2V2
PPP5C	TP53BP1
PPP5C	ARAF
PPP5C	NBN
PPP5C	KRAS
PPP5C	MRE11
PPP5C	BRAF
PPP5C	PIAS4
PPP5C	UBE2N
PPP5C	YWHAB
PPP5C	KAT5
PPP5C	NRAS
NME1	TWISTNB
NME1	ADCY5
NME1	POLD4
NME1	ANP32A
NME1	PKLR
NME1	AK2
NME1	ENTPD1
NME1	PKM
NME1	NTPCR
NME1	POLR1B
NME1	POLR2L
NME1	CMPK2
NME1	HMGB2
NME1	AK9
NME1	NPR2
NME1	RAC1
NME1	POLR3F
NME1	GUCY1A2
NME1	GUK1
NME1	AK5
NME1	POLE
NME1	POLR2C
NME1	POLR2E
NME1	ADCY7
NME1	ADCY9
NME1	POLR3A
NME1	PNPT1
NME1	POLR3D
NME1	POLR2G
NME1	CTPS2
NME1	APEX1
NME1	TIAM1
NME1	GUCY1A1
NME1	POLR2I
NME1	POLR3K
NME1	POLE3
NME1	POLR3G
NME1	ACTL6A
NME1	KAT5
NME1	MAX
NME1	HDDC3
NME1	RRM2
NME1	POLR3GL
NME1	ADCY8
NME1	PRIM1
NME1	AK1
NME1	ENTPD6
NME1	ITPA
NME1	GUCY2D
NME1	ADCY4
NME1	MYC
NME1	NUDT16
NME1	ENTPD3
NME1	AK3
NME1	CTPS1
NME1	POLR2K
NME1	AK8
NME1	ENTPD4
NME1	POLR1C
NME1	GUCY1B1
NME1	ENTPD5
NME1	AK4
NME1	CDC42
NME1	POLD3
NME1	GUCY2C
NME1	ADCY6
NME1	CMPK1
NME1	POLR3E
NME1	RRM2B
NME1	NPR1
NME1	DNM1
NME1	POLD1
NME1	DCTPP1
NME1	POLE2
NME1	POLR2J3
NME1	ADCY2
NME1	ADCY3
NME1	POLR2D
NME1	POLR2B
NME1	ARF6
NME1	POLR1E
NME1	ENTPD8
NME1	RUVBL1
NME1	GZMA
NME1	RRM1
NME1	SET
NME1	DTYMK
NME1	ENTPD2
NME1	ADCY10
NME1	AK7
NME1	POLR1A
NME1	POLR3B
NME1	POLA2
NME1	POLD2
NME1	ZNRD1
NME1	POLR2F
NME1	DNM2
NME1	POLR2J
NME1	GUCY2F
NME1	POLR3H
NME1	POLR3C
NME1	RUVBL2
NME1	NME2
NME1	CANT1
NME1	POLE4
NME1	DUT
NME1	POLA1
MAP4K5	TNFRSF1A
MAP4K5	TRAF2
MAP4K5	MAP3K1
MAP4K5	MAP3K7
MAP4K5	MAP3K5
MAP4K5	TRADD
ERCC1	POLR2K
ERCC1	UBB
ERCC1	DNA2
ERCC1	EME1
ERCC1	RMI2
ERCC1	RAD51
ERCC1	MNAT1
ERCC1	POLD4
ERCC1	RFC4
ERCC1	RAD1
ERCC1	ATRIP
ERCC1	CUL4B
ERCC1	PCNA
ERCC1	DDB1
ERCC1	RPA1
ERCC1	HUS1
ERCC1	CDK7
ERCC1	FAAP24
ERCC1	PHF21A
ERCC1	RBX1
ERCC1	TOP3A
ERCC1	RAD17
ERCC1	RFC3
ERCC1	CUL4A
ERCC1	GTF2H4
ERCC1	RPS27A
ERCC1	ERCC6
ERCC1	POLR2L
ERCC1	ERCC4
ERCC1	ERCC8
ERCC1	XPC
ERCC1	XRCC5
ERCC1	MRE11
ERCC1	BARD1
ERCC1	UBA52
ERCC1	FAAP20
ERCC1	PARP1
ERCC1	EP300
ERCC1	FANCC
ERCC1	FANCA
ERCC1	POLN
ERCC1	XRCC6
ERCC1	RMI1
ERCC1	XRCC4
ERCC1	RFC2
ERCC1	POLD3
ERCC1	FANCM
ERCC1	BRCA1
ERCC1	FAAP100
ERCC1	FAN1
ERCC1	PAXX
ERCC1	GTF2H1
ERCC1	EXO1
ERCC1	CENPS
ERCC1	DCLRE1A
ERCC1	MSH2
ERCC1	USP45
ERCC1	POLK
ERCC1	POLD1
ERCC1	POLE
ERCC1	POLR2C
ERCC1	FANCG
ERCC1	POLE2
ERCC1	POLR2E
ERCC1	RBBP8
ERCC1	UVSSA
ERCC1	CENPX
ERCC1	ATR
ERCC1	CHRAC1
ERCC1	PRPF19
ERCC1	POLR2G
ERCC1	POLR2D
ERCC1	BLM
ERCC1	POLR2B
ERCC1	RHNO1
ERCC1	MSH6
ERCC1	FANCD2
ERCC1	RAD23B
ERCC1	CCNH
ERCC1	SWSAP1
ERCC1	ATP23
ERCC1	XAB2
ERCC1	RAD9B
ERCC1	TOPBP1
ERCC1	DCLRE1C
ERCC1	CHD1L
ERCC1	FANCL
ERCC1	BRIP1
ERCC1	SLX4
ERCC1	XPA
ERCC1	DCLRE1B
ERCC1	RAD9A
ERCC1	ZNF830
ERCC1	PARP2
ERCC1	FANCE
ERCC1	NHEJ1
ERCC1	POLR2I
ERCC1	RPA2
ERCC1	ERCC2
ERCC1	ATM
ERCC1	FANCI
ERCC1	POLE3
ERCC1	PRKDC
ERCC1	AQR
ERCC1	GTF2H2
ERCC1	CETN2
ERCC1	RFC1
ERCC1	KAT5
ERCC1	WRN
ERCC1	FANCF
ERCC1	UBE2T
ERCC1	POLD2
ERCC1	KDM1A
ERCC1	MUS81
ERCC1	USP7
ERCC1	POLR2F
ERCC1	RFC5
ERCC1	UBC
ERCC1	LIG4
ERCC1	DDB2
ERCC1	POLE4
ERCC1	RAD52
ERCC1	HMGN1
ERCC1	ERCC3
ERCC1	FANCB
ERCC1	PPIE
ERCC1	POLR2J
ERCC1	RPA3
ERCC1	TCEA1
ERCC1	ZSWIM7
ERCC1	ERCC5
ERCC1	GTF2H3
ERCC1	NBN
HEBP1	TAS2R8
HEBP1	CCR2
HEBP1	TAS2R31
HEBP1	P2RY14
HEBP1	CCL25
HEBP1	HCAR2
HEBP1	RXFP4
HEBP1	TAS2R14
HEBP1	DRD2
HEBP1	CCL27
HEBP1	ADCY9
HEBP1	ADCY5
HEBP1	C5
HEBP1	NPB
HEBP1	TAS2R50
HEBP1	GABBR1
HEBP1	CXCL8
HEBP1	NPY
HEBP1	PMCH
HEBP1	SSTR5
HEBP1	GALR2
HEBP1	INSL5
HEBP1	NPBWR1
HEBP1	PYY
HEBP1	S1PR1
HEBP1	GNG4
HEBP1	ANXA1
HEBP1	SST
HEBP1	OXER1
HEBP1	ADCY1
HEBP1	APLNR
HEBP1	GNG12
HEBP1	CASR
HEBP1	GPR18
HEBP1	PENK
HEBP1	SUCNR1
HEBP1	CXCL9
HEBP1	HRH3
HEBP1	ADCY2
HEBP1	TAS2R41
HEBP1	DRD3
HEBP1	CXCL6
HEBP1	LPAR3
HEBP1	CCL19
HEBP1	NMS
HEBP1	CXCL16
HEBP1	GAL
HEBP1	CCR8
HEBP1	BDKRB1
HEBP1	TAS2R38
HEBP1	OXGR1
HEBP1	NPBWR2
HEBP1	ADCY3
HEBP1	OPRM1
HEBP1	TAS2R1
HEBP1	GRM3
HEBP1	HTR1F
HEBP1	TAS2R10
HEBP1	MCHR1
HEBP1	GNG3
HEBP1	CCR3
HEBP1	CXCR1
HEBP1	PPY
HEBP1	GRM8
HEBP1	S1PR5
HEBP1	P2RY13
HEBP1	ADRA2A
HEBP1	S1PR2
HEBP1	GNG8
HEBP1	CXCL13
HEBP1	CXCL11
HEBP1	PNOC
HEBP1	ADRA2C
HEBP1	TAS2R42
HEBP1	GRM6
HEBP1	PPBP
HEBP1	NPY2R
HEBP1	GNG10
HEBP1	TAS2R43
HEBP1	C3
HEBP1	NPY4R
HEBP1	GNB3
HEBP1	OPRL1
HEBP1	NMUR2
HEBP1	GRM7
HEBP1	TAS2R5
HEBP1	GABBR2
HEBP1	ADCY6
HEBP1	CXCR3
HEBP1	CCR7
HEBP1	PTGDR2
HEBP1	CXCL10
HEBP1	KNG1
HEBP1	TAS2R40
HEBP1	GNAI2
HEBP1	NMUR1
HEBP1	TAS2R9
HEBP1	GNG2
HEBP1	GNGT1
HEBP1	PTGER3
HEBP1	TAS2R30
HEBP1	HTR1E
HEBP1	GNB5
HEBP1	OPRK1
HEBP1	GNB2
HEBP1	DRD4
HEBP1	AGTR2
HEBP1	MCHR2
HEBP1	GPR55
HEBP1	CHRM2
HEBP1	TAS2R20
HEBP1	OPRD1
HEBP1	CCR5
HEBP1	CCR1
HEBP1	NPW
HEBP1	TAS2R3
HEBP1	S1PR3
HEBP1	GNG7
HEBP1	MTNR1B
HEBP1	MTNR1A
HEBP1	NPY1R
HEBP1	P2RY4
HEBP1	P2RY12
HEBP1	CXCL2
HEBP1	FPR1
HEBP1	LPAR1
HEBP1	CNR1
HEBP1	HCAR3
HEBP1	FPR2
HEBP1	LPAR2
HEBP1	CCL28
HEBP1	AGT
HEBP1	RLN3
HEBP1	CCR9
HEBP1	TAS2R60
HEBP1	ADCY8
HEBP1	CXCR2
HEBP1	SSTR4
HEBP1	CXCR4
HEBP1	CXCL12
HEBP1	GNB4
HEBP1	CHRM4
HEBP1	GNG11
HEBP1	GNAI1
HEBP1	CXCR6
HEBP1	RXFP3
HEBP1	LPAR5
HEBP1	CCR6
HEBP1	TAS2R46
HEBP1	GNG5
HEBP1	SAA1
HEBP1	GNAT3
HEBP1	NMU
HEBP1	SSTR2
HEBP1	PF4
HEBP1	CXCL1
HEBP1	GALR3
HEBP1	HTR5A
HEBP1	CORT
HEBP1	PDYN
HEBP1	HTR1A
HEBP1	GPR17
HEBP1	GPSM1
HEBP1	CXCR5
HEBP1	HRH4
HEBP1	GALR1
HEBP1	GNG13
HEBP1	HTR1B
HEBP1	C5AR1
HEBP1	TAS2R13
HEBP1	FPR3
HEBP1	APP
HEBP1	GNGT2
HEBP1	NPY5R
HEBP1	C3AR1
HEBP1	TAS2R19
HEBP1	TAS2R4
HEBP1	ADORA1
HEBP1	ADCY7
HEBP1	TAS2R39
HEBP1	TAS2R16
HEBP1	CCR4
HEBP1	GPER1
HEBP1	ADCY4
HEBP1	TAS2R7
HEBP1	CNR2
HEBP1	GNAI3
HEBP1	SSTR1
HEBP1	CCR10
HEBP1	POMC
HEBP1	CXCL5
HEBP1	GRM4
HEBP1	GRM2
HEBP1	ACKR3
HEBP1	CCL20
HEBP1	CXCL3
HEBP1	CCL21
HEBP1	S1PR4
COX15	COX10
XYLT2	SDC3
XYLT2	B4GALT7
XYLT2	GPC2
XYLT2	NCAN
XYLT2	SDC4
XYLT2	SDC2
XYLT2	CSPG5
XYLT2	BCAN
XYLT2	DCN
XYLT2	AGRN
XYLT2	VCAN
XYLT2	BGN
XYLT2	GPC6
XYLT2	GPC5
XYLT2	HSPG2
XYLT2	GPC1
XYLT2	CSPG4
XYLT2	GPC4
XYLT2	GPC3
XYLT2	SDC1
SCTR	HTR4
SCTR	FSHR
SCTR	ADCY5
SCTR	TAAR2
SCTR	TAAR6
SCTR	LHB
SCTR	GPR27
SCTR	ADM2
SCTR	PTGIR
SCTR	CRHR2
SCTR	NPSR1
SCTR	ADRB1
SCTR	RAMP1
SCTR	MC1R
SCTR	GPR32
SCTR	GCG
SCTR	PTH1R
SCTR	AVP
SCTR	ADORA2B
SCTR	GNG7
SCTR	NPS
SCTR	GNG11
SCTR	FSHB
SCTR	VIPR1
SCTR	GNB2
SCTR	CRHR1
SCTR	TSHR
SCTR	ADRB3
SCTR	RXFP1
SCTR	HTR6
SCTR	CALCB
SCTR	GIPR
SCTR	GNG12
SCTR	ADCY1
SCTR	LHCGR
SCTR	GNG3
SCTR	GNG8
SCTR	TSHB
SCTR	GNG10
SCTR	GPR45
SCTR	GCGR
SCTR	ADCY6
SCTR	GNGT2
SCTR	PTGER2
SCTR	CALCRL
SCTR	GNB5
SCTR	GIP
SCTR	PTGDR
SCTR	TAAR8
SCTR	GPR15
SCTR	DRD5
SCTR	CGA
SCTR	GNG5
SCTR	HTR7
SCTR	MC3R
SCTR	ADM
SCTR	P2RY11
SCTR	PTH
SCTR	ADCY7
SCTR	HRH2
SCTR	GNG4
SCTR	GPR84
SCTR	TAAR1
SCTR	ADCY9
SCTR	ADCY3
SCTR	CALCA
SCTR	ADCY2
SCTR	MC4R
SCTR	RXFP2
SCTR	GPR150
SCTR	PTH2R
SCTR	GHRHR
SCTR	TAAR5
SCTR	MC5R
SCTR	GPR83
SCTR	GNB4
SCTR	RAMP2
SCTR	GPR176
SCTR	IAPP
SCTR	ADCYAP1
SCTR	INSL3
SCTR	CRH
SCTR	GPR20
SCTR	VIPR2
SCTR	AVPR2
SCTR	POMC
SCTR	GNG13
SCTR	GLP1R
SCTR	GPBAR1
SCTR	RLN2
SCTR	GPR25
SCTR	GLP2R
SCTR	RAMP3
SCTR	GNB3
SCTR	GHRH
SCTR	MC2R
SCTR	VIP
SCTR	PTH2
SCTR	GNG2
SCTR	PTGER4
SCTR	ADORA2A
SCTR	GNGT1
SCTR	PTHLH
SCTR	ADCY8
SCTR	CALCR
SCTR	RLN3
SCTR	ADCY4
SCTR	SCT
SCTR	ADRB2
SCTR	ADCYAP1R1
RALBP1	RHOC
RALBP1	ARF1
RALBP1	KDELR3
RALBP1	CDC42
RALBP1	RAC1
RALBP1	RHOQ
RALBP1	RHOA
RALBP1	RHOBTB2
RALBP1	RHOU
RALBP1	RHOG
RALBP1	CLTA
RALBP1	RHOT1
RALBP1	RAC3
RALBP1	COPA
RALBP1	KDELR1
RALBP1	KDELR2
RALBP1	RHOH
RALBP1	RHOD
RALBP1	RHOT2
RALBP1	RHOB
RALBP1	RHOJ
RALBP1	RAC2
RALBP1	RHOF
RALBP1	RHOV
RALBP1	RHOBTB1
RALBP1	HRAS
RALBP1	CLTB
SNAI2	KITLG
SNAI2	LEF1
SNAI2	KIT
SNAI2	CTNNB1
SNAI2	TP53
SNAI2	CDH1
SNAI2	BBC3
SNAI2	MTA3
SNAI2	HDAC1
SNAI2	MBD3
SLC7A9	SLC3A1
SLC7A9	SLC3A2
SLC7A9	BSG
GABRA1	GABRA6
GABRA1	UBQLN1
GABRA1	NSF
GABRA1	GABRB2
GABRA1	GPHN
GABRA1	GABRG2
GABRA1	NPTN
GABRA1	GABRG3
GABRA1	GABRB1
GABRA1	DNM1
GABRA1	GABRA5
GABRA1	GABRA2
GABRA1	GABRB3
GABRA1	GABARAP
RB1CC1	PRKAB1
RB1CC1	RRAGC
RB1CC1	PIK3C3
RB1CC1	ATG14
RB1CC1	AMBRA1
RB1CC1	ATG101
RB1CC1	PRKAG3
RB1CC1	LAMTOR2
RB1CC1	PRKAB2
RB1CC1	DYNLL1
RB1CC1	ULK1
RB1CC1	LAMTOR3
RB1CC1	LAMTOR5
RB1CC1	PRKAG1
RB1CC1	ATG13
RB1CC1	MLST8
RB1CC1	MTOR
RB1CC1	RRAGD
RB1CC1	ULK2
RB1CC1	PIK3R4
RB1CC1	PRKAG2
RB1CC1	LAMTOR4
RB1CC1	PRKAA2
RB1CC1	RHEB
RB1CC1	PRKAA1
RB1CC1	RPTOR
RB1CC1	LAMTOR1
RB1CC1	RRAGB
RB1CC1	RRAGA
RB1CC1	BECN1
PIGQ	PIGL
CDH17	CDH6
CDH17	CDH2
CDH17	CDH18
CDH17	CDH7
CDH17	CDH12
CDH17	CDH1
CDH17	CDH10
CDH17	CDH15
CDH17	CTNND1
CDH17	CDH5
CDH17	CDH8
CDH17	CDH11
CDH17	CTNNA1
CDH17	JUP
CDH17	CDH13
CDH17	CDH9
CDH17	CDH3
CDH17	CDH24
B4GALT7	GPC4
B4GALT7	BCAN
B4GALT7	BGN
B4GALT7	SDC3
B4GALT7	GPC2
B4GALT7	XYLT1
B4GALT7	GPC6
B4GALT7	GPC5
B4GALT7	NCAN
B4GALT7	HSPG2
B4GALT7	SDC2
B4GALT7	DCN
B4GALT7	CSPG4
B4GALT7	GPC1
B4GALT7	B3GALT6
B4GALT7	SDC4
B4GALT7	CSPG5
B4GALT7	VCAN
B4GALT7	GPC3
B4GALT7	SDC1
B4GALT7	AGRN
FAM13B	RAC1
FAM13B	RHOQ
FAM13B	RHOBTB2
FAM13B	RHOA
FAM13B	RHOF
FAM13B	RAC2
FAM13B	RHOBTB1
FAM13B	RHOG
FAM13B	RAC3
FAM13B	RHOJ
FAM13B	RHOV
FAM13B	RHOC
FAM13B	CDC42
FAM13B	RHOU
FAM13B	RHOT1
FAM13B	RHOD
FAM13B	RHOH
FAM13B	RHOT2
FAM13B	RHOB
CHPF2	VCAN
CHPF2	BGN
CHPF2	CHSY1
CHPF2	CHSY3
CHPF2	NCAN
CHPF2	CHPF
CHPF2	DCN
CHPF2	CSPG5
CHPF2	CSPG4
CHPF2	CSGALNACT2
CHPF2	BCAN
GABARAPL2	BECN1
GABARAPL2	ATG4B
GABARAPL2	ATG4D
GABARAPL2	CHMP4B
GABARAPL2	CHMP4A
GABARAPL2	ATG5
GABARAPL2	ATG16L1
GABARAPL2	UVRAG
GABARAPL2	CHMP6
GABARAPL2	ATG4A
GABARAPL2	ATG3
GABARAPL2	WDFY4
GABARAPL2	WDFY3
GABARAPL2	MAP1LC3A
GABARAPL2	GABARAP
GABARAPL2	MAP1LC3B
GABARAPL2	PIK3C3
GABARAPL2	ATG7
GABARAPL2	CHMP4C
GABARAPL2	MAP1LC3C
GABARAPL2	CHMP2A
GABARAPL2	GABARAPL1
GABARAPL2	CHMP2B
GABARAPL2	WIPI2
GABARAPL2	ATG12
GABARAPL2	CHMP7
GABARAPL2	ATG4C
GABARAPL2	PIK3R4
OTC	ASS1
OTC	NOS2
OTC	NOS1
OTC	ABHD14A-ACY1
OTC	CAD
OTC	ARG1
OTC	NOS3
OTC	CPS1
OTC	ARG2
MRI1	APIP
MRI1	MTAP
MRI1	CDC23
RTN4R	RTN4
RTN4R	MAG
RTN4R	OMG
RTN4R	NGFR
RTN4R	ARHGDIA
RTN4R	RHOA
RTN4R	LINGO1
PSMA4	CDC26
PSMA4	UBE2D1
PSMA4	RPN2
PSMA4	PSMA6
PSMA4	BAP1
PSMA4	POMP
PSMA4	PSMB1
PSMA4	ODC1
PSMA4	ITCH
PSMA4	NFKBIE
PSMA4	AURKA
PSMA4	PPP2R1A
PSMA4	PPP2CA
PSMA4	PSMD9
PSMA4	GMNN
PSMA4	PSMB9
PSMA4	NFKB2
PSMA4	SMURF2
PSMA4	ANAPC16
PSMA4	TRAF3
PSMA4	PSMA3
PSMA4	RBX1
PSMA4	TNFSF14
PSMA4	PSMA7
PSMA4	PSME1
PSMA4	BIRC2
PSMA4	UCHL5
PSMA4	BTRC
PSMA4	ANAPC7
PSMA4	PSMD11
PSMA4	GLI1
PSMA4	UBB
PSMA4	UBE2E1
PSMA4	PSMC4
PSMA4	PSMB6
PSMA4	TNFSF11
PSMA4	NFKB1
PSMA4	PPP2R5A
PSMA4	PSMC2
PSMA4	PSMA1
PSMA4	SKP1
PSMA4	ADRM1
PSMA4	LTBR
PSMA4	TNFRSF13C
PSMA4	ANAPC11
PSMA4	SUFU
PSMA4	CDK2
PSMA4	PTTG1
PSMA4	PSME2
PSMA4	CDC25A
PSMA4	RPN1
PSMA4	AXIN1
PSMA4	TNKS2
PSMA4	PPP2R5E
PSMA4	PLK1
PSMA4	GLI3
PSMA4	CDC6
PSMA4	SPOP
PSMA4	PSMD8
PSMA4	MAD2L1
PSMA4	ANAPC15
PSMA4	PSMD7
PSMA4	PSMD12
PSMA4	GTSE1
PSMA4	PSMD6
PSMA4	CDC16
PSMA4	TNFRSF1B
PSMA4	PSMB8
PSMA4	NF1
PSMA4	PSMB10
PSMA4	TNFSF13B
PSMA4	PSMD1
PSMA4	TNF
PSMA4	PPP2R5D
PSMA4	PSMC1
PSMA4	PPP2R5C
PSMA4	UBC
PSMA4	RELB
PSMA4	PSME3
PSMA4	CCNE1
PSMA4	CDC27
PSMA4	USP14
PSMA4	PSMC3
PSMA4	CUL3
PSMA4	CDC23
PSMA4	AMER1
PSMA4	PSMF1
PSMA4	RNF146
PSMA4	MAPK6
PSMA4	TNKS
PSMA4	SPOPL
PSMA4	PSMB4
PSMA4	DVL3
PSMA4	PPP2R1B
PSMA4	UBE2C
PSMA4	SPRED3
PSMA4	IHH
PSMA4	PSMD4
PSMA4	HECW1
PSMA4	PSMA2
PSMA4	RPS27A
PSMA4	PSMB2
PSMA4	PSMB11
PSMA4	PPP2CB
PSMA4	PSMC6
PSMA4	CDKN1B
PSMA4	SHH
PSMA4	DHH
PSMA4	PSMD5
PSMA4	COP1
PSMA4	UBA52
PSMA4	CSNK1A1
PSMA4	PSMD13
PSMA4	SEM1
PSMA4	CCNA1
PSMA4	ANAPC10
PSMA4	LTA
PSMA4	ANAPC5
PSMA4	LTB
PSMA4	NUMB
PSMA4	ANAPC4
PSMA4	CCNE2
PSMA4	AURKB
PSMA4	CDC20
PSMA4	FZR1
PSMA4	KLHL12
PSMA4	GSK3B
PSMA4	CCND1
PSMA4	ORC1
PSMA4	PSMB5
PSMA4	TP53
PSMA4	PSMD3
PSMA4	PAK2
PSMA4	PSMA8
PSMA4	TNFRSF12A
PSMA4	ANAPC2
PSMA4	CDK1
PSMA4	PSMD10
PSMA4	PRICKLE1
PSMA4	TRAF2
PSMA4	CCNA2
PSMA4	PSMB7
PSMA4	PSME4
PSMA4	PSMC5
PSMA4	AXIN2
PSMA4	APC
PSMA4	PSMA5
PSMA4	SKP2
PSMA4	CUL1
PSMA4	OAZ2
PSMA4	CD40LG
PSMA4	PPP2R5B
PSMA4	OAZ3
PSMA4	ANAPC1
PSMA4	PSMD14
PSMA4	CDKN1A
PSMA4	PSMD2
PSMA4	NFKBIB
PSMA4	SPRED1
PSMA4	TNFRSF11A
PSMA4	BUB3
PSMA4	FBXO5
PSMA4	DVL1
PSMA4	BIRC3
PSMA4	RELA
PSMA4	GLI2
PSMA4	REL
PSMA4	NFKBIA
PSMA4	SPRED2
PSMA4	BUB1B
LCP2	CD8B
LCP2	HLA-DRB5
LCP2	KLRD1
LCP2	VAV2
LCP2	LCK
LCP2	PLCG2
LCP2	NCK1
LCP2	CLEC1B
LCP2	PAK1
LCP2	HLA-DQA2
LCP2	PLCG1
LCP2	GRAP2
LCP2	TYROBP
LCP2	SYK
LCP2	WAS
LCP2	HLA-DPB1
LCP2	DBNL
LCP2	LAT
LCP2	TREM2
LCP2	ZAP70
LCP2	MAP3K7
LCP2	CDC42
LCP2	CRKL
LCP2	VASP
LCP2	RAC1
LCP2	CBL
LCP2	HLA-A
LCP2	LYN
LCP2	B2M
LCP2	CD3E
LCP2	FYB1
LCP2	ITK
LCP2	TEC
LCP2	CD3G
LCP2	HLA-DPA1
LCP2	HLA-E
LCP2	CD8A
LCP2	CRK
LCP2	HLA-DRA
LCP2	MAP4K1
LCP2	PAK2
LCP2	EVL
LCP2	MS4A2
LCP2	TXK
LCP2	BTK
LCP2	ENAH
LCP2	FCER1A
LCP2	PAK3
LCP2	MAP3K1
LCP2	CD247
LCP2	PDPN
LCP2	FCER1G
LCP2	KLRC2
LCP2	VAV1
LCP2	CD3D
LCP2	VAV3
LCP2	KLRK1
LCP2	HLA-DRB1
LCP2	CD101
LCP2	GRB2
LCP2	FYN
LCP2	PRKCQ
LCP2	GP6
LCP2	SOS1
DCN	CSPG5
DCN	FOSL1
DCN	BCAN
DCN	TMPRSS6
DCN	B3GAT1
DCN	BGN
DCN	CHST14
DCN	CHSY1
DCN	JUN
DCN	GPC6
DCN	CHPF
DCN	CHST15
DCN	B3GAT3
DCN	CSPG4
DCN	B3GAT2
DCN	TGFB3
DCN	GPC4
DCN	MMP2
DCN	TGFB1
DCN	SDC3
DCN	MMP14
DCN	CHST7
DCN	CSGALNACT2
DCN	AGRN
DCN	VCAN
DCN	MMP3
DCN	CHSY3
DCN	GPC5
DCN	UST
DCN	HSPG2
DCN	DSEL
DCN	DSE
DCN	GPC2
DCN	TGFB2
DCN	XYLT1
DCN	CHST12
DCN	NCAN
DCN	B3GALT6
DCN	SDC4
DCN	SDC2
DCN	CHST11
DCN	GPC1
DCN	CHST3
DCN	GPC3
DCN	SDC1
DCN	CHST13
DCN	MMP7
TNFRSF17	TRAF3
TNFRSF17	TNFSF13
TNFRSF17	TRAF5
TNFRSF17	TRAF6
TNFRSF17	TNFSF13B
MRPS10	TUFM
MRPS10	MRPL27
MRPS10	MRPL18
MRPS10	MTRF1L
MRPS10	GADD45GIP1
MRPS10	MRPL54
MRPS10	MRPL51
MRPS10	MRPL15
MRPS10	MRPL48
MRPS10	MRPL57
MRPS10	RPS5
MRPS10	MRPS25
MRPS10	MRPL40
MRPS10	MRPL19
MRPS10	PTCD3
MRPS10	MRPS16
MRPS10	MRPL11
MRPS10	MRPL4
MRPS10	MRPL42
MRPS10	MRPS34
MRPS10	MRPL16
MRPS10	MRPS33
MRPS10	GFM2
MRPS10	DAP3
MRPS10	RPS2
MRPS10	MRPS28
MRPS10	MRPL43
MRPS10	MRPS11
MRPS10	MRRF
MRPS10	MRPL33
MRPS10	RPS18
MRPS10	MRPL32
MRPS10	MRPL58
MRPS10	MRPL55
MRPS10	MRPL44
MRPS10	AURKAIP1
MRPS10	TSFM
MRPS10	MRPL3
MRPS10	MRPS17
MRPS10	MRPS15
MRPS10	MRPL39
MRPS10	MRPL52
MRPS10	MRPL35
MRPS10	MRPL17
MRPS10	MRPL9
MRPS10	MRPL34
MRPS10	MRPL20
MRPS10	MRPS14
MRPS10	MRPS30
MRPS10	MRPL22
MRPS10	MRPS35
MRPS10	MRPS18A
MRPS10	MRPL41
MRPS10	MRPS36
MRPS10	MRPS6
MRPS10	MRPL38
MRPS10	MRPS18B
MRPS10	MRPS12
MRPS10	MRPS7
MRPS10	MRPL47
MRPS10	MRPS22
MRPS10	GFM1
MRPS10	MRPL12
MRPS10	MRPL23
MRPS10	MTIF2
MRPS10	MRPS31
MRPS10	MRPL53
MRPS10	MRPL1
MRPS10	MRPS24
MRPS10	MRPL10
MRPS10	MRPL49
MRPS10	MRPS23
MRPS10	MRPL36
MRPS10	MRPL13
MRPS10	CHCHD1
MRPS10	MTIF3
MRPS10	MRPL46
MRPS10	MRPS2
MRPS10	MRPL21
